# Houzs-ERP merged-PR branches deleted 2026-08-12
# Every one had a MERGED pull request, so its content is on main.
# Restore from the PR page's 'Restore branch' button, or:
#   git push origin <sha>:refs/heads/<branch>
#
sha	branch
4f0873394c6da2a7aa45cca85e6f5e756646c8ff	feat/fabric-dropdown-typeahead
6f3c9497c2a5d9116a735c88eead04764a4280dc	feat/fair-report-api
360cb52addd32de91bc9d257f3aec70d53928864	feat/fair-report-mobile
574715941e09cf4b1f9aa84256d4977fdbef6075	feat/fair-report-ui
dc64728c9a1824d5f785dd3df9d153fb0d69ecc4	feat/farra-importer-live-headers
c9b86a096ff23fe5072323d8ec3d27631c053f7d	feat/filter-clear-all
c16690a9243e24b75d2628e282ed1a6681dbe157	feat/fleet-a1-autozone-capacity
0fe57e0b6e1a84ba0d15aac62cdf559ce1c449d5	feat/fleet-a2-sequence-assign
3c4f2fbb49cd9c1896f57c5ad75fbe30029573d2	feat/fleet-a3-leave-3pl
fb31782ec33039a8f1cc8dc8835fd2877e87ef36	feat/fleet-a4-map-runsheet
f58a96d791d6c1fd86bc6a0298132eff731745f6	feat/fleet-c-ratecard
93f58d3b6e15901bd7a38c5414e3e530065a6121	feat/fleet-health-into-maintenance
79e6201b593fe9d6be70d2edb10b817874c55e2d	feat/fleet-maintenance-p1
cd4ecfd54644130ba4d99d74adf5d3235d0462fc	feat/fleet-maintenance-p2
1760253da017b33a5542b92ffb60820d849d7b53	feat/fleet-maintenance-p3b
144506c21bf608a92ca9add99cc34d99abdd9a79	feat/floorplan-size-detect
40f7048cd742eca440d59ae253ef73b6f4fd0361	feat/fold-sales-into-policy
a42784664e8f809f7688ad337892c1b362427494	feat/form-intake-createcase
536c1de20c8f0d715bbdd4f8800f2f9507e02a9d	feat/form-intake-photos
f1a16b43ddb1d5757f83b4e594b96fe6dae02f3f	feat/fulfillment-costing
b1b3d640ac152ada36251b5ff542bb1b02c058b7	feat/fulfillment-costing-mobile
7cfb935f9dc98a5902d456480262560c8d51acca	feat/full-flow-reconcile
12d7ef68c34ca1d27c4bdc6df7a6021485a6def7	feat/funnel-strip-desc
2c46f07982a9fb348b116d1bad93d9f9a520c87f	feat/fx-rate-from-payment
119fb73739e418069ec3869e33eb849e18b9b757	feat/global-search-v1
31bc95248c67a9afb860449af7ae1b2ebb1da6ea	feat/grn-scope-note
4cf89b5ceb243f8a36b9787450e10806394d081b	feat/hookka-combos
b886ef1d2d5491d27bc21bb85bbf972c37fd9035	feat/hookka-mirror-bindings
b705546f31a0761ec85d978b18c8bb97ed880ade	feat/hookka-quotation-refresh
b4dc209eba7042143a1431c5a76591522c6d29d3	feat/hr-commission
06c05e6088b88de14f16926e84552a04cdc14ce3	feat/hydraulic-and-addon-charging
a7c11dac62dfa596e0b868fb1d811ed164ef7a01	feat/idempotency-optimistic-locking
0448f1cb6734b6efbce2a030fb5a741a23e4f5e1	feat/import-2990-gl
b293e05c388eabd875202537d231bbdc796e149a	feat/inch-typo-and-leg
08692d6eed16c1341dc629c6f68222dd72036f17	feat/installment-bank-picker
3458d19e8c60c12e5985cf20b1429297b9a1c67b	feat/inventory-6col-redo
14a788285fc127dbe56adbb4714c1ceaa1715ad9	feat/inventory-drawer-redesign
333addcf3c2dd15633f63c481439b68f10cf0e1a	feat/inventory-refine
5863b9be70ffe0e21a2b18f660058db450220312	feat/inventory-visibility-fixes
fc9b84c8a92d99627571b87621676789bb9f1a38	feat/ios-install-guide
3740acaebb415cf72a4aea50d1ed9e6b86dead38	feat/ios-push-and-store-prep
79f46a1ad6405b1e3079b199d2aaeb4e2c542618	feat/item-qty-edit
a6503b372c2ca0b6ff9e3bd4c49de0fc5c041f84	feat/item-remark
d88cae5032c2ebbf3ba72f63ca490edec75f30a2	feat/item-remark-split
22c9d7d7635d4a0ea6a44587d2ed7ef92c383f4f	feat/jd-rules-from-record
bb728f1bf437e299b75a983a6424d9b7c64d8d2c	feat/kris-brand-scoped-approval
b42f151f15aebf47f5ae54e7c8421cd1160c9da7	feat/layout-defaults-all-lists-0801
2f664157f700d35588418512e12fcdb661eb67f4	feat/link-models
830eaa2b9f513f4cff9bd134f19fb30ee5a18407	feat/list-drilldown-reopen-convert
46807b0da33e3591bc0ae6b55d6a3ab1fadc6a27	feat/list-per-page
f996241eb8cc6f5df3fc030f92bf10be4cabfc7f	feat/list-sub-status
91c0288b63bfbe307802db957f38a091e04d3c27	feat/living-relationship-map
b96059b05ad98bb322315f1aaeee68e23ec08776	feat/lorry-compliance-upload
57ba15f860e7cde0c6e89da7ef52b4d03c201608	feat/lorry-record-interactions
bd234e75c4650a97cc5890aa0c4e6ae7766cdf58	feat/lorry-repair-record-ocr
23e8efe726e3666fdeea2da243b399826a2227fc	feat/mail-cc-recipients
fbb0d1a84bf91816e839f5e26107aa67b6bf74f6	feat/mail-list-scaling
a8d7e383e4b0190594be42c3eeb84bf3defab852	feat/mail-thread-server-pagination
16201b18ad0ebcccb3629420f43cc99283c06e46	feat/maintenance-push
80eab16d7133760c5773083d683eebc8e67fab15	feat/manual-supplier-creditor
08f6c7ca855c5d942e76dbc153e8ecf058b293a5	feat/maps-apply-eta
0f6b7191318c725995dd523d2554c382c752c618	feat/maps-routing
3a76262e75486c66596d224ae79ba4085f424c0d	feat/masters-mirror
a0ffef386248337bae058fa9f56ca3e948761118	feat/matrix-polish-reorder
5a89fcdca6c400c7301afb434c1e623acb8ad3ce	feat/member-reinvite-reset
bac325831db0ceb05950017c26c2cb94bcc8e78b	feat/members-resend-invite
66119e8c37003a130789a666ad1ca9cf0b5a1788	feat/metrics-fabric-lookup
7f1403bc880b066da981ed04344e8a109d8c43c0	feat/migrate-2990-staff
9b63f7c38eb57dd3e1f1d469d80d30d9e3753185	feat/migrated-gr-do-documents
9643154dde48de5ce6c557a0a44e3b106ed59a2a	feat/mirror-drift-sentinel
b6a83c28a865eed03a5192bdd30c329e979c8ae5	feat/mobile-adapter-parity
ce14621fe8f2609c97779967e3039a834d2b663e	feat/mobile-amendments-queue
a0b1bb851fdac2ce0fdc47311d4d853a73d94139	feat/mobile-batch-1
0edab576f401ec54e481d444b2dc83cfc09b2532	feat/mobile-batch-2
a93e85f31f29ccab4fba86fa0a663f888405b645	feat/mobile-batch-3
59b507324c00b27237c9fb3f0d148630e371da95	feat/mobile-buildspec-reskin
834776b7c4a895e40bfbb2aca89e93c84472ee6c	feat/mobile-doc-line-editing
f8a4e2d9ccefd3ec080ef050a392e2e7b15b0c04	feat/mobile-fabric-typeahead
ce1a9387fcbed188e0a6043f0f353ba72462e48c	feat/mobile-fieldops
5ffbf2abfed0801c4ceb9809766c4e3baebcf504	feat/mobile-grn-supplier-sku
be3cf470a22480a4065f2492e98b344c390da6d0	feat/mobile-i18n-bengali
97f1a3eff0692b6ad730d531dd9c8899553dd2de	feat/mobile-inventory-ops
c91059d0038dac4c4ac3bdbfada4627b83583425	feat/mobile-modulelist-infinite-scroll
2d39ccd87813459ece9b4d49cce70a939964e95f	feat/mobile-pagecheck
14cbf4dddd8eec959b3aad8556d5d2951e9082e0	feat/mobile-payment-when-locked
0a8e51ea7e20437bd4b38abf154b9d5ad35bee38	feat/mobile-phase2b-3
b443a267dde173f98ed9d73b7912f9ab01b12e96	feat/mobile-phase4
3a53ef18dc095d0a3511b3963c2abaa51a7d8694	feat/mobile-pic-attending
7b49dba81df53bcf3af37f6137b2582635d36d1f	feat/mobile-pms-servicecase-scroll
44462f8e7f72c1f79571aa76ff46f97490510ed4	feat/mobile-products-inventory
770cca7458d329bd22e16f0dc234c02f51aa65b8	feat/mobile-react-integrate
ec56f11a8a05e1286c1af36ef54ce279d5faf677	feat/mobile-react-integrate-2
95bd35117d38d3f6c2262aea79a62bf68b4efd84	feat/mobile-relationship-map
a082e8e87148a887430434c74939fab32eb36fcb	feat/mobile-scan-enqueue
362a5bd90e6b49854bc26bd18525d65cabf16628	feat/mobile-so-infinite-scroll-v2
8b1f1cfe6587a2d7874e3ff63861299a7fbf7d8a	feat/mobile-so-line-edit-amendment
a69c8c3474ed9c57f6681193115581f9c0be06cf	feat/mobile-so-lineitems
711c9800f6b5fdb0a1155f595ff0ac4c5825a617	feat/mobile-so-maintenance
391118c1a3d0e512d1ab7c98e6b093a4a0b35f4a	feat/mobile-so-polish-specials
eb35f9f8a7f35e7ee7b79468856336964d66b0c4	feat/mobile-stock-card-transfer
993f1c0ed6d02d1247d47ce670b6bf78ba9ee7c1	feat/mobile-strip-to-design
e0a0e158d84d059e71505c4aac08758097770080	feat/mobile-wire-functions
50d398181c56e28432a33f3ac923d6f3f9b84b8d	feat/mrp-coverage-snapshot
8af9fca83a9a626f87c24482e3167db1c6c1958c	feat/multicompany-extend-scoping
9898b7a896ff5d4b3ebcc1164a6c2aad7d455a2e	feat/multicompany-finish
48f0ebfee1034277c945e1211de917caacb6c221	feat/named-layouts-0802
b41d3e02cea784592786a5e5a5ea8a56ed2ddeca	feat/notice-centered-popup
ce6a5c7bdfc1610bb6c7fcad9994f2a578fe052c	feat/o1-scan-compress
2cd031984d6e5034da3f20069148c626b4409479	feat/o2-ocr-learning
0dd49ac6fde663c6eefefe52e63d86bcb27c4596	feat/o3-idempotency
2c5fdfb1b6a9ec5f15ea8356dede92711a3739d8	feat/ocr-bedframe-rules
68ac9b6db7603733b58ad312c40f0f5532f17dca	feat/ocr-sofa-sketch-rules
47043e92abaf674c3fd9d623011460898a481dd4	feat/of-agent-family
4e09d628acfa1541f5f732825b5ed79991aa50d8	feat/of-findings-ui
5a2a09fe058046b70e28388b5067473a42ca47f9	feat/of-readiness
89f2bc66c48931e4a1a44fbfdf86f0cd8fcd3591	feat/of-si-ai-focus
bdac65f7506c3f2c18c817e51a779d9f330d2698	feat/open-5526-model
bbfa52438bef6ca1cbe559a6af060dc6c3aee58b	feat/open-sofa-compartments-2
7ef39e3f62cbd0ea1a27ac2f883d2ab39f9ce851	feat/open-sofa-so-compartments
0659e5b88d3b0d238f9df1b34a8aa577cbf93efb	feat/operation-jd-warehouse
c313d1e0d9a61460bb4dcf9b7d52322b95ca30c0	feat/orgchart-by-company
54e3eb386746a0731018ca04d4b1b0df8e465656	feat/orphan-do-repair
cbb2aa46d57089dcaf227057d506ef63b603af65	feat/owner-rulings-assr-and-sales-performance
1884bfd11e87bb6017246339fad1f18910b8a454	feat/p3-items-venues
a9b6a80c1e3f6955db972f68c83127fa171afd1a	feat/payment-audit-trail
5308f44bb76e19d338244fd39767c4ac2b729d4d	feat/payment-display-align
371d6de29aac0ca4823fec5233f6693a5f251487	feat/pdf-party-block-unify-clean
b10ccd9d117a6acf860c6ed95c918fe928b1af38	feat/per-company-branding
35f15ad7065f8dff51f64c2a538879634d7bb54b	feat/perf-and-latent-bugs
3036a9cf4e9d28259070fd90b8b49741416133ab	feat/permanent-portal-links
14e8d3b19a0c642651974fde333d10939c7f0eaa	feat/phantom-lot-repair
9e76018bb8ed31b945ab67595388be5e40cdbdff	feat/phone-country-search
ae474d897ba344337417fbf1f771d3f2a86a81b0	feat/picker-family-typeahead
ff9a464d0b1bc450a9e6187c7ea75b07787be243	feat/pms-analytics-cogs
f1b54ba73f4e925bc94fdb8ad238474dd9c5f8b7	feat/pms-analytics-rental-drilldown
b7f107527bfb94a66ee9116c317721ac6d54e140	feat/pms-dashboards-polish
f64714bbfbe608b1e747f7e8344dda0854d0a235	feat/pms-fair-fill
536370036fadb232b1126fc156150014149fcb8c	feat/pms-fair-pnl-seed
63b4dc9838daf546a01e8f34ae4df664fa1e697a	feat/pms-profitability-drilldown
22fd710988f305a76614e3ca5103172e6e19e030	feat/pms-project-list-columns
2108ab5a6c701d29ebe3cd9247681c72d6c6b2c4	feat/pms-schedule-reconcile
34618f4f2f17109cf215eb2771d8b6029a1d8451	feat/pms-setup-invoice
6a4d2575b45f83b0e2eb6d96cfca5d6c27367018	feat/pms-venue-size-columns
efd6d7fa3f7835a01dd81a508872c52902971e09	feat/pms-venue-size-field
ff74262278d0488a450ab5d629179926a1f97f53	feat/po-amendment-module
e9483090549d86e39f4812b8b54aeb66a0c442ec	feat/po-amendment-ui
0084032f109261d45255ef80a559d9c7fea41b53	feat/po-editor-v2-header
dba21fc07d5d34bc1d48078c854ab2c1b885697e	feat/po-line-allocations
59180383d13e6ac486409b168efc8baa525d4649	feat/po-line-photos
c0c26839638224e349f6075201c67933b8a4f7f2	feat/po-mrp-assigned-so
60e80dbafd5cd27f9706bf561846bd78f2e82475	feat/po-outstanding-pill-0731
3ba3748adaa646efa0136e4d327a52c0702b6ce1	feat/po-real-origin-so
6ee33da606da2763d3b46a187a7999d50b66945f	feat/po-relmap-sofa
8480ff39c075e447635bec0f414e42ca2051791e	feat/po-supplier-sku
378220b6b8172ae4960595c67066ce3ebfb3a1bd	feat/port-2990-jul13-batch
3c5b1ced732a9d6b195111482496b5bf41a747a7	feat/port-compartment-fabric-tier
e154a6c128fa4b4d0f328b329520a1e8f162a087	feat/port-masters-config-crud
321910e182387ed8a6a78f618a0ea6a2758dcbf5	feat/port-pr-errors-do-execfields
c90806f304019216f1a4896f0770fe02d120b64f	feat/port-so-procdate-gates
c822f2518d1f6f4b183bd36011b219241553f960	feat/portal-hardening
3db8f906503e5ab03310301ada0132652776bb0a	feat/pos-auth-p1
35993667a16a711194e35c15f5c3bc8c086dd355	feat/pos-houzs-cutover
5a1a7bfaba5da8b77e4fafdc88eb2b3cd4e67682	feat/position-policy-source
4c898371d2d86484828368e3a605b8eaa87730a9	feat/position-snapshot
187a79dd570f697cfc7635efffb884213a0360f3	feat/presence-online-popover
a7511fd01651e4dd01cc6aaee8ac112dbabb5c09	feat/pricing-write-timeline
2fd846e1599fa01201b32b16c6ba65f39df584f4	feat/print-bigger-font
8b186360674abfde272efecad7a68d5eab7950e4	feat/print-coordinator-warehouse
cf7c50e393c5309fee645d3f359280eb158cf07f	feat/print-header-refno
feeb2879d6ff8d86de806bed2e2d729b644b2e34	feat/print-issue-before-items
447f2e3f6836a91ea9077d2ae04c9394986d573a	feat/print-qty-to-set
a1e303698c4d3d89e740ea10e8e89305551e3274	feat/print-status-box
8c58d502d17196e51e4c92e218cd5eae1473aa4e	feat/print-sub-status
e54d7257e3067c0bf7baf4a2ad5787ee932fb906	feat/procurement-agent
b1caf07a1dd5c9dd1fca54183a4cc45da57bffc7	feat/procurement-email
05b942360de7a9941744bbd1ebd0e70bdd1a1a25	feat/procurement-email-fe
e5dd5955f9994f161974f792c4ed4a3f8e8be35c	feat/production-po-agent
0c28285b27098844c6752abd15ea5a19653f8e0f	feat/projects-sales-pagination
f5880d9b1f0a46b1d693114c9c52a05646d3afd7	feat/propose-crew-split
74bff30ddfb79c4502c1f19da6ec4148b2d13d6c	feat/provenance-chip-treatment
61b287d59d4bfb03d080309a4999bcfa9d2fe461	feat/purchase-doc-std-cols
7f9630bac948dab64a3d62ad6ca1bdc618d79312	feat/pwa-install-card
facb2bd72503f56777da2732067f4815e01971f6	feat/q1-fleet-maintenance
e1d68ad002bd8a149e88b9180c46ebb6f00e6c5e	feat/r1-do-email
9fbdab266d17e2a0cf92f45f109614296ae297e2	feat/r8-docflow-do-si-dr
a773f79e301d4007637151fffd19c03ae8266083	feat/rack-cross-warehouse
68d1a36fd1950d609012a176ef47bd4dcda85d62	feat/rate-rules-match-the-jobs-we-dispatch
dbbf384308a17167f9b2f202c78984403098deab	feat/real-data-quality
a9cfec5e4d30a62993dfc1386dbbac3bb5cdd88d	feat/ref-no-editable
97bc0e747a79fa8b9292df6b97e026c7e9c6ae2b	feat/region-and-snapshot-backfill
b04c99483e515c1f3cd9f9ffd5cf714b9dc9c137	feat/relmap-clickable-amendment
c65ec700b3ccb0c13fd3d182544e78ed5e0cbad4	feat/remark-multiline
c610d5bfad179226b569727ee0593417978ea673	feat/remember-account
cd46f3e34e6038aed9614d81cceb2d9f913b02fc	feat/remove-costing-doc-views
bb8adbdc90e14c141a877936372636e1c8edb99c	feat/residence-delivery-rules
8fcfb0bf76e79628219cf47a4fbee4c37a662b53	feat/resizable-detail-drawers
ef456a4485f7eccec851cbce984be5ab09be6661	feat/reskin-batch2
dea11d05ba8be98a0c6571106659b02e5bd9b655	feat/reskin-batch3
29ff5350199dccc0ffd496cabc6221930acc9a8d	feat/reskin-so-cluster
4e3b4868d483dd3fb71506b74f3fcba5c66e0661	feat/restamp-imported-so-costs
c8512d5b9f7674f1c528bfe014c63997ce7a30e8	feat/restamp-sofa-colours
6c0b98b2cb1f82b6c1229aed9908ecd3cd245629	feat/restore-sales-entries
94147a6e8b97a89d61476a608a55bb8140993753	feat/right-freeze-0803
b5f82e13ea2c4fb0145234b7ac7cc6d0efeb28b5	feat/s10-governance-completion
2dfc8bf32cc14fded0a7d3385e17565e14fb6574	feat/safe-cleanup
d316566b4324db583f29072bfbc44ac993b87fd5	feat/sales-director-sees-all
c64cc2d6a41bf4cdfcb7a2daecfd019502b7a548	feat/sales-do-si-visibility
acbe24bf50d8135c47db5bd236311caae9aa54d6	feat/sales-portal-case-info
47fa6f19013443b45301cad4d427b4a407807ea9	feat/sales-report-pnl
38b8deebae601cc08f1c94fad97e95071ba9795e	feat/save-idempotency
f741883aa034e6976483c50d1ff84248e0170daf	feat/scan-bg-job
eadf300ecc8cb45e1e75de4f7a2d687bf6351944	feat/scan-jobs-status
26bf39333acd96ade985a71aad31f38207c83332	feat/scan-line-desktop-parity
37fe64dc598cbfd1f7980bedd24d8c29e0927507	feat/scan-multi-receipt-v2
f32dbb2bb7cbce19c428f6a89f628537c0224286	feat/scan-notif-center
736bd8d8559d8dc0fe8da561213f8b5ca821e57b	feat/scan-notify-both
d130176d640b3716d8ad1cb036f6882f082ddc3b	feat/scan-queue
190be945456831c5e6d9792bf5e12673dd578e52	feat/schedule-paste-upload
47e0cfc8e4dc13b1301e70a3e6968e6d52b51cc5	feat/scm-access-rbac
4247ccd189127fe950949c10b8a20d77fd0793f4	feat/scm-assigned-so
65142441e5555bdcbc937955b8f38b739fac47b7	feat/scm-assr-dp
b853bf5fc62f925052e8194126f8628de5020e01	feat/scm-do-form-and-detail-redesign
f039155cb07868ab1b33fd6b9fe6cbd855d85f76	feat/scm-dropdown-autosort
877670b63b76bded533a5901aef30bf5a29a3e9e	feat/scm-from-2990s
104fb128c5f7a07b9e33bb094e961ee82cc78bcc	feat/scm-lists-desktop-pagination
3a31afde2d8c32341ffebb4148cd27b9f2e72746	feat/scm-lists-pagination-backend
a31064d4e044bd9fee5f918416669a696ee6654d	feat/scm-maintenance-unify-hookka
24873a49d594044565b5c75152e5427fa19e20f8	feat/scm-purchase-orders
b0567d5c327e4fd17e8b0ba2b62ca99975d1930e	feat/scm-reconcile-all-flows
25dd28a23eca6a862bb102ffe4ce126f277bdda3	feat/scm-so-icr
3daec48befdefa062ebc4d94827e1ed33fcf89a8	feat/scm-specials-history-and-toast
3cb5f93690ddb63c3aa1f3b294e2c9d4080fbca9	feat/scm-staff-user-sync
7b46bb976efd9428c27ef5ccb95e04c780019ecb	feat/scm-supplier-columns
5aea4f3e8fe186216c359c3bda4d0e7be2f23f7e	feat/scm-supply-chain
634de7030ae230c876941b8805e39f53a0437f4b	feat/search-add-scm-docs
50c912a21aafb6defcc22c62262fd311231bc4d1	feat/seed-gap
2035c89d102e71377856759c893663c8fb51125c	feat/seed-skus
607d5c872f023c880b2994a86e663d52e2f6d03a	feat/service-case-mobile-redesign
7332108093bf050e520aacefe664e32c78f0af34	feat/service-exchange-collapsible
8c3a3f7381aa86b04c64e698b35c7b9ff5f8e775	feat/shared-scan-prefill-reconciler
694fd7371fe653680b8a105b77634a2043b6141f	feat/sheet-append-fields
da3f422c14656b3bd7746f0218f3bdfbd483b09f	feat/si-agent
236ef82036288881aa1721fc915ecac7c54bba2f	feat/si-confirm-payments-restore
bd101dfaf1a0960d982d2211a1bcf638f4380427	feat/six-list-row-expansions
317020dccfdd611dbba25591158b31810873f5fb	feat/slip-view-draft-bulk
6f50d8ef5e6baa315d3a2623db4e99c2272edd5d	feat/snapshot-cutover
9253b337f63c5c984b647437cc6e069bab74340e	feat/so-amendment-decision-history
b3da49ec2a0c66a1cc77980b802798e03450ae50	feat/so-amendment-edit-withdraw-reject
2306de4c379999eb8303ed8c263e616859a66bb0	feat/so-amendment-two-lane
dfea483572e7bc2fb02ef50146ce9eb1e9fd0914	feat/so-amendment-withdraw-reject-remerge
3f846fd6d2533e0d19b5cc28c9eaed0919c08094	feat/so-column-layout-presets-0801
f9c7a60e033a24b7e8b2ada6ce3a6ba1e91545a9	feat/so-detail-payments-card
cfe35dcd4c9aed12355dd06ee2f8aaeb8b35b229	feat/so-detail-unify
757bb12d5edb413a58c12e73fe544d3ce9ad843c	feat/so-edit-lock-classification
065243b8983aabaeb6cd36cf77c4c1e26c156f16	feat/so-history-mobile
0280814eed624734ae31f4d3ad242b1bdb9a1cd9	feat/so-list-fe-pagination
e97809c9de74889683f197636ddca5566765d064	feat/so-list-server-pagination
26e03cf4a69ff8513595ba22cb58ec52eeec91d6	feat/so-maintenance-restyle
8ee2e25353b2f25f41f25794aa36ec73d015f736	feat/so-money-aggregate
b1c3f6b4ad4cbbae486d548c32ee82ba5c671faa	feat/so-project-id
b636f8d7a3758a068f9883e0d4f5b4146e586d7b	feat/so-sales-price-edit
21b45851c10dd3289d7f02d32bcf3d2f4336cdf8	feat/so-source-po-trace
4f422d1f57fd6c088821fa9ac0aee925caebb0f0	feat/so-unified-special-order
7edfcc86d13a3a6a4c5f79529d673dad5a6ddde6	feat/sofa-4s-rule
86e846a5b1708cd84c3f2753a399a7fdcfc731c1	feat/sofa-and-po-photos
75bf64cc56fe86c1c381e5a6848ee22d6e4f4359	feat/sofa-batch-soft-match
fb32299baebbb3d24e76b160832c4ea38c0d8c68	feat/sofa-grammar-v2-1
eb0af63879ce96838816e8f194037a69b8c2a443	feat/sofa-grammar-v2-2
0b76003694007cb6a9378e765f3babc955da06f0	feat/sofa-parity-finish
0e5471ff8543b453a91854cd5e685adc1f1e5574	feat/sofa-parse-round2
7f4216a5893cc1c2a0f4ebb9a4a2192d70644ae5	feat/sofa-parse-round3
c7ab007407e0b93cf0e0b1be34f35cffa201a793	feat/sofa-parse-round4
5fc7e2ce1fa2d22fa3dc5a5ae60ed8e617fc6d9d	feat/sofa-po-import
10b9d851438f81a3398681364a83e4a94cbbe101	feat/sofa-ship-anyway-batch
7bcc93e6cdaba722bed1ceb69141f382355c9ae3	feat/sofa-side-validator
9a5c2ed8fa70ad53a313d5819bf52d27747435d8	feat/sofa-so-import
dc3f0a9e2397621c77e83edd7f7bb69a9467c71e	feat/sofa-special-order-backfill
5e81abd0d8b5dad3d63b0f53428d9d844ea227e9	feat/sofa-specials-and-corrections
6f9e2174924e70e0199cb6e35abbc319fc3a5046	feat/sofa-stock-import
12b1a4c57bc6219b838670b2f6b8cd016c0c113e	feat/stage-funnel-7
9dde8ede13fa5ec752dd3a366b9d7c8c29ba69d9	feat/stage-reorder-0811
fcee766ab474f90917a9624672c83793cc1eccb9	feat/stage-sub-status
729f5ec29570448960b775d8e8d7fffdd45dd351	feat/stage-voided
acb5b2722fece4554ece05b54541ed689d36e0d1	feat/staging-autodeploy
868340c7b33852a5c1c79ce82c9c07f7af48d5a5	feat/staging-seed-workflow-plus-env-url
048b89dba245509d78ad58e3bfd0019384fa49f4	feat/state-vocab-unify
af66a6def6adbd04ebfbf80eca753c81cd3f44ca	feat/statepicker-unify
275adbc9620dfd3e2953072fe144234ea7213ebb	feat/stock-layers-and-venues
0dd3f6af0aaa2b2af1102fcc4169e0a527e65b52	feat/stock-source-show-po
4d0dad609de0b79d2cf5571442c9b45d819d9569	feat/stock-take-accountable
6eadaf2f835c94fef4880218ff0e68a1094b39bc	feat/supplier-code-column
189ace7901ca7192fcfd08d86ec8d6ad69328b4e	feat/supplier-meta-ref
7683aa54e5024ea8eb613c1b6bf21aa70984d577	feat/supplier-portal-accept-quote
aca464e6d0255d42df19ff5038e80cb5d9e14274	feat/supplier-portal-card-layout
7b4181711dc5b9ad64794d323cd61ca4459d3e64	feat/supplier-portal-service-note
acb516c3f6543430938403a22e872a1cdb107cc3	feat/supplier-price-list-load
41ac42e0630c556458e51029f193e470e1444b49	feat/supplier-structured-address
650e53ad66bd8b6802547cce1fb6b00dcdb04df7	feat/suppliers-pagination
dd10377c9a5791556cf4e16b3dd2c4d82ec03d3d	feat/switchable-sub-status
af42c0e7ce1c26e0aba0c7ac814959cb56ff08f5	feat/system-health-perf-stub
18232fee114c6ac89b499757ecf616bb8b103133	feat/task-b-record-level
f042be992d78b78190c39599fa45c81beed566c4	feat/task-filter-multiselect
d908e8e26e883e22b85d42aa3a354278370384c1	feat/task-outstanding-filter
3b0f29bd0a9a6dbb11fce31e6361e1f487bcaeca	feat/team-company-assignment
d2a9527ca7a234cbed58fab20aad16857d934012	feat/team-list-scaling
bead4ab0c6f24a9452a43d652bfd771db7ebab2c	feat/team-orgtree-bound
f24d605c2285a26fe57a424dcc2f653e497a49ea	feat/theme-c-reskin
3844441dac35047511bdb9112ded6d87403164ed	feat/threepl-master-fleet
40ebfe641699d77b1593d656fe0530417b566354	feat/tier3-po-so-pairing
4f56d33cda19198b654f2b74652ea24b2470393d	feat/timeline-five-buckets
6133690b515ba24a83102a115a3e524e13ce7a53	feat/timeline-note-categories
8b0c0fe322d4af84ebe4cb5c4dfac534fab992b9	feat/tms-3pl-company
0d7791e7844289764a8d978ce38d1ffacb2564a1	feat/tms-crew-leave
477f6eaf986d83e02cb39287cb83811247b97230	feat/tms-lorry-region
dd0f2a37f9efe839559aada04553069ae6ffb595	feat/tms-nav-fleet-reorg
221a1c78fba13c65203b9dac0d46fae5d2d55124	feat/tms-outstation
d843ba4d1a351412ae03f1ed5f6f4a4de1e1ddc3	feat/tms-ratecard-company
26e1d63366993802609b8a8f730a352e4d8d0de0	feat/trips-page
a314e345a148a1279193565f7e2198fdb362a364	feat/trips-pending-orders
0b670a6d9390c2eb4d6751d0f3e30871dd5185f4	feat/trips-phase3-map-time
be2490512ab523d4af1096ecf13ce0672972492e	feat/trips-phase4-gps
d0f2bbcf039d9521c97c4035682595dc1da273a4	feat/trips-real-board
b56276a1e390f07f60109be771cdee544c41c439	feat/trips-schedule-drawer
178773aea80de742c68c6b51c587509c44dfe867	feat/trips-sync-writeback
45a2f22b6b19ee38ade2fa01c73d952efa0e831c	feat/ui-unify-batch-a-b
867120212809c73dfa2120ffadb618044aa207d1	feat/users-typeahead
2187a3e9d3e2b4f746b04da5707ce14ce4f6a14b	feat/v7-design-align
6b53ad98fdfc485a9ae00248e37dd85f9d639cc5	feat/v7-profile-sc
94e844450cbc99b3a6e3800e21b03968b9ba9c2d	feat/v7-so-clean
52b3ab2165debc6df7e8872659acd0e3f571398c	feat/variant-key-terse
49cedc99295483241bfa87981471ee4a6b902b37	feat/venue-binding-resolver
f8074b9558d3bc0f4685fe6c986b3170da20373f	feat/voided-reason
88e816311ba8ee5c7d9937fd74d7fd39ef8461f1	feat/warehouse-type-unify
5145fdfdab851e15335c689a798e64d812abbb1c	feat/write-freeze-area-scope
e86f74751a9981aebee26f0dc1ca9afebf344f70	feat/writeback-all-six
0389d34f52b2a2f223e8fc5f88d95161df78aaad	feat/y1-sales-jd-backend
0e40ae64bb76b81639ad66527a62572f6c9b9f80	feat/z1-jd-consolidate
aa70a8e828d489df2db8e6e0645498e6d4c9eba6	feat/zero-cost-backfill
fadbca0bb33c6b8ada6825413461725f89592654	fix/2990-mobile-off
fd80b3604b3482e339f7dc9de34a7c24e1c4464e	fix/401-logout-race
388f0e0c674cb22047373c8cddb4f0e733acdd8b	fix/ac-cancel-is-final
f1f6d1a39a3e28826c07f601cbbf6e887c56afde	fix/ac-deploy-verify-db
